name_0	count_x	name_1	name_2	count_y
Ali b. Sahl al-Ramli	146	al-Walid	Abd al-Rahman b. Yazid	1
Ali b. Sahl al-Ramli	146	al-Walid	Abu 'Amr	4
Ali b. Sahl al-Ramli	146	al-Walid	Abu 'Umar	1
Ali b. Sahl al-Ramli	146	al-Walid	Abu Ma'bad	1
Ali b. Sahl al-Ramli	146	al-Walid	Ali b. Hawshab	1
Ali b. Sahl al-Ramli	146	al-Walid	Hammad	1
Ali b. Sahl al-Ramli	146	al-Walid	Ibn Jabir	2
Ali b. Sahl al-Ramli	146	al-Walid	Ibn Layi'a	2
Ali b. Sahl al-Ramli	146	al-Walid	Ibn al-Mubarak	1
Ali b. Sahl al-Ramli	146	al-Walid	Jarir	1
Ali b. Sahl al-Ramli	146	al-Walid	Khulayd	1
Ali b. Sahl al-Ramli	146	al-Walid	Malik b. Anas	1
Ali b. Sahl al-Ramli	146	al-Walid	Muhammad b. 'Ajlan	1
Ali b. Sahl al-Ramli	146	al-Walid	Sa'id	1
Ali b. Sahl al-Ramli	146	al-Walid	Sa'id b. 'Abd al-'Aziz	1
Ali b. Sahl al-Ramli	146	al-Walid	Salim	1
Ali b. Sahl al-Ramli	146	al-Walid	al-Awza'i	3
Ali b. Sahl al-Ramli	146	al-Walid	al-Muthanna b. al-Sabbah	1
Ali b. Sahl al-Ramli	146	al-Walid	أبو عمرو ونحن	1
Ali b. Sahl al-Ramli	146	al-Walid	الأوزاعي وعبد الله بن المبارك والفزاري والسبيعي وابن جابر وسعيد بن عبد العزيز يقولون	1
Ali b. Sahl al-Ramli	146	al-Walid	قول أبي عمرو ومالك لليث بن سعد	1
Humayd b. Mas'ada	138	Abu Ma'shar	Ibrahim	1
Humayd b. Mas'ada	138	Bishr b. Mu'adh	Sha'ba	1
Humayd b. Mas'ada	138	Bishr b. Mufaddal	Dawud	1
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	Abd Allah b. 'Awn	1
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	Dawud	15
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	Humayd	5
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	Ibn 'Awn	9
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	Khalid	2
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	Sha'ba	9
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	Sulayman al-Tamimi	2
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	Ubayd Allah b. 'Awn	1
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	Ya'qub	1
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	Yunus	1
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	al-Jariri	6
Humayd b. Mas'ada	138	Bishr b. al-Mufaddil	al-Taymi	1
Humayd b. Mas'ada	138	Fudayl b. Sulayman al-Numayri	Muhammad b. Abi Yahya al-Aslami	1
Humayd b. Mas'ada	138	Harb b. Maymun	Khalid al-Hudha'	1
Humayd b. Mas'ada	138	Husayn al-Mu'alim	Mujahid b. Musa	1
Humayd b. Mas'ada	138	Sufyan	Ibn Jurayj	2
Humayd b. Mas'ada	138	Sufyan b. Habib	Abd al-Rahman b. Khadir	1
Humayd b. Mas'ada	138	Sufyan b. Habib	Habib b. Shuhayb	1
Humayd b. Mas'ada	138	Sufyan b. Habib	Humayd	1
Humayd b. Mas'ada	138	Sufyan b. Habib	Ibn Jurayj	4
Humayd b. Mas'ada	138	Sufyan b. Habib	Mas'ud b. 'Ali	1
Humayd b. Mas'ada	138	Sufyan b. Habib	Sha'ba	2
Humayd b. Mas'ada	138	Sufyan b. Habib	Yunus	3
Humayd b. Mas'ada	138	Sufyan b. Habib	al-'Arzami	1
Humayd b. Mas'ada	138	Sufyan b. Habib	al-'Awwam	3
Humayd b. Mas'ada	138	Sufyan b. Habib	al-Ash'ath	1
Humayd b. Mas'ada	138	Sufyan b. Habib al-Jarmi	Ibn Jurayj	1
Humayd b. Mas'ada	138	Sufyan b. Habib al-Jarmi	Muhammad b. 'Amr	1
Humayd b. Mas'ada	138	Sufyan b. Habib al-Jarmi	Thawr	1
Humayd b. Mas'ada	138	Sulaym b. Akhdar	Ubayd Allah	1
Humayd b. Mas'ada	138	Yazid	Aban b. Sam'a	1
Humayd b. Mas'ada	138	Yazid	Abd Allah b. 'Awn	3
Humayd b. Mas'ada	138	Yazid	Abu Khalda	1
Humayd b. Mas'ada	138	Yazid	Abu Khalid	1
Humayd b. Mas'ada	138	Yazid	Awn	1
Humayd b. Mas'ada	138	Yazid	Husayn al-Mu'alim	3
Humayd b. Mas'ada	138	Yazid	Ibn 'Awn	2
Humayd b. Mas'ada	138	Yazid	Ibn Ishaq	1
Humayd b. Mas'ada	138	Yazid	Imran b. Hadir	1
Humayd b. Mas'ada	138	Yazid	Jarir b. Hazim	1
Humayd b. Mas'ada	138	Yazid	Khalid al-Hudha'	3
Humayd b. Mas'ada	138	Yazid	Muhammad b. Bashshar	2
Humayd b. Mas'ada	138	Yazid	Muhammad b. Humayd al-Razi	1
Humayd b. Mas'ada	138	Yazid	Rawh b. al-Qasim	1
Humayd b. Mas'ada	138	Yazid	Sa'id	9
Humayd b. Mas'ada	138	Yazid	Sa'id b. Abi 'Aruba	1
Humayd b. Mas'ada	138	Yazid	Sa'id b. Abi 'Uruba	3
Humayd b. Mas'ada	138	Yazid	Sha'ba	9
Humayd b. Mas'ada	138	Yazid	Sufyan b. Sa'id	1
Humayd b. Mas'ada	138	Yazid	Uthman	1
Humayd b. Mas'ada	138	Yazid	Uthman b. Ghayath	1
Humayd b. Mas'ada	138	Yazid	Uyayna b. 'Abd al-Rahman	1
Humayd b. Mas'ada	138	Yazid	Yazid b. Ibrahim	1
Humayd b. Mas'ada	138	Yazid	Yunus	2
Humayd b. Mas'ada	138	Yazid	al-Ash'ath	2
Humayd b. Mas'ada	138	Yazid	al-Nu'man b. Rashid	1
Humayd b. Mas'ada	138	Yazid	al-Tustari	1
Amr b. 'Ali	133	#####	#####	5
Amr b. 'Ali	133	Abd Allah b. Dawud	Fudayl b. Ghazwan	1
Amr b. 'Ali	133	Abd Allah b. Dawud	al-'Amash	1
Amr b. 'Ali	133	Abd al-A'la b. Wasil al-Asadi	Sa'id	2
Amr b. 'Ali	133	Abd al-Rahman	Abu 'Awana	1
Amr b. 'Ali	133	Abd al-Rahman	Hammad	2
Amr b. 'Ali	133	Abd al-Rahman	Sufyan	1
Amr b. 'Ali	133	Abd al-Rahman b. 'Uthman	Hisham b. Muhammad al-Kalbi	1
Amr b. 'Ali	133	Abd al-Rahman b. Mahdi	Abu 'Awana	1
Amr b. 'Ali	133	Abd al-Rahman b. Mahdi	Hammad	2
Amr b. 'Ali	133	Abd al-Rahman b. Mahdi	Hashim	1
Amr b. 'Ali	133	Abd al-Rahman b. Mahdi	Mu'awiyya	1
Amr b. 'Ali	133	Abd al-Rahman b. Mahdi	Muhammad	1
Amr b. 'Ali	133	Abd al-Rahman b. Mahdi	Sha'ba	2
Amr b. 'Ali	133	Abd al-Rahman b. Mahdi	Sufyan	1
Amr b. 'Ali	133	Abd al-Wahhab	Hisham	1
Amr b. 'Ali	133	Abd al-Wahhab	Muhammad b. Ja'far	1
Amr b. 'Ali	133	Abd al-Wahhab al-Thaqafi	Hisham	1
Amr b. 'Ali	133	Abu 'Amir	Abd Allah b. Ja'far	1
Amr b. 'Ali	133	Abu 'Asim	#####	1
Amr b. 'Ali	133	Abu 'Asim	Ibn Jurayj	4
Amr b. 'Ali	133	Abu 'Asim	Isa	1
Amr b. 'Ali	133	Abu 'Asim	Muhammad b. Rifa'	1
Amr b. 'Ali	133	Abu 'Asim	Sufyan	4
Amr b. 'Ali	133	Abu 'Asim	Uthman b. Sa'id	1
Amr b. 'Ali	133	Abu Dawud	Abu 'Awana	1
Amr b. 'Ali	133	Abu Dawud	Abu Hurra	1
Amr b. 'Ali	133	Abu Dawud	Sha'ba	1
Amr b. 'Ali	133	Abu Dawud	Sulayman b. Mu'adh	1
Amr b. 'Ali	133	Abu Dawud	Thabit b. Yazid	1
Amr b. 'Ali	133	Abu Dawud	al-Mas'udi	1
Amr b. 'Ali	133	Abu Mu'awiya	Ibn Jurayj	2
Amr b. 'Ali	133	Abu Mu'awiya	Isma'il	1
Amr b. 'Ali	133	Abu Qutayba	Abd al-Jabbar b. 'Abbas	1
Amr b. 'Ali	133	Abu Qutayba	Abu Bakr al-Hudhali	1
Amr b. 'Ali	133	Abu Qutayba	Yunus b. Abi Ishaq	2
Amr b. 'Ali	133	Affan b. Muslim	Hammad	1
Amr b. 'Ali	133	Amir b. Ibrahim al-Isbahani	Khattab b. Ja'far	4
Amr b. 'Ali	133	Awn b. al-Hakam al-Bahili	Ziyad b. Quray'i	1
Amr b. 'Ali	133	Azhar b. Sa'd	Humayd	1
Amr b. 'Ali	133	Hafs b. Ghayyath	Abd al-Malik b. Abi Sulayman	1
Amr b. 'Ali	133	Ibn Abi 'Adi	Abu Yunus al-Qushayri	1
Amr b. 'Ali	133	Ibn Abi 'Adi	Hisham	1
Amr b. 'Ali	133	Ibn Abi 'Adi	Sa'id	1
Amr b. 'Ali	133	Ibn Sawar	Rawh b. al-Qasim	1
Amr b. 'Ali	133	Imran b. 'Uyayna	Ata'	4
Amr b. 'Ali	133	Imran b. Tammam al-Binani	Abu Jamra al-Dab'i	1
Amr b. 'Ali	133	Kathir b. Hisham	Ja'far b. Burqan	1
Amr b. 'Ali	133	Khalid b. Yazid	Abu Ja'far al-Razi	3
Amr b. 'Ali	133	Maymun b. Zayd	Abu Sinan	1
Amr b. 'Ali	133	Mu'adh	Imran b. Hadir	1
Amr b. 'Ali	133	Mu'adh b. Hisham	Abi	1
Amr b. 'Ali	133	Mu'adh b. Saqit	#####	1
Amr b. 'Ali	133	Mu'awiyya	Ibn Jurayj	1
Amr b. 'Ali	133	Mu'mil b. Isma'il	Hammad b. Zayd	1
Amr b. 'Ali	133	Mu'mil b. Isma'il	Sufyan	1
Amr b. 'Ali	133	Mu'tamir b. Sulayman	Zayd Abu al-Ma'li	1
Amr b. 'Ali	133	Muhammad b. 'Abd Allah b. al-Zubayr	Sharik	1
Amr b. 'Ali	133	Muhammad b. 'Abd Allah b. al-Zubayr	Sufyan	1
Amr b. 'Ali	133	Muhammad b. Abi 'Adi	Isma'il b. Muslim	1
Amr b. 'Ali	133	Muhammad b. Ja'far	Sha'ba	1
Amr b. 'Ali	133	Muhammad b. Marwan al-'Uqayli	Abd al-Malik b. Abi Nadra	1
Amr b. 'Ali	133	Muhammad b. Sawa'i	Khalid al-Hudha'	2
Amr b. 'Ali	133	Muhammad b. al-Zaburqan	Muhammad b. 'Ubayda	1
Amr b. 'Ali	133	Muhammad b. al-Zaburqan	Musa b. 'Ubayda	1
Amr b. 'Ali	133	Qurra b. Sulayman	Harb b. Surayj	1
Amr b. 'Ali	133	Qurra b. Sulayman	Sulayman b. Abi Dawud	1
Amr b. 'Ali	133	Qutayba	Hashim	1
Amr b. 'Ali	133	Sa'id b. 'Amir	Hisham b. Hassan	1
Amr b. 'Ali	133	Safwan b. 'Isa	Humayd al-Kharrat	1
Amr b. 'Ali	133	Sahl b. Yusuf	Sulayman al-Tamimi	1
Amr b. 'Ali	133	Sufyan	Ibn Suqa	1
Amr b. 'Ali	133	Sufyan b. 'Uyayna	Ibn Abi Najih	1
Amr b. 'Ali	133	Sufyan b. 'Uyayna	Ibn Tawus	1
Amr b. 'Ali	133	Sufyan b. Habib	Yunus	1
Amr b. 'Ali	133	Umar b. 'Ali b. Muqaddam	Hisham b. 'Urwa	1
Amr b. 'Ali	133	Uthman b. al-Haytham	Awf	1
Amr b. 'Ali	133	Waki'	Abu Ja'far al-Razi	1
Amr b. 'Ali	133	Waki'	Ibn Abi Layla	1
Amr b. 'Ali	133	Waki'	Isma'il al-Azraq	1
Amr b. 'Ali	133	Waki'	Salama b. Nabit	1
Amr b. 'Ali	133	Waki'	Sufyan b. Waki'	1
Amr b. 'Ali	133	Waki'	al-'Amash	1
Amr b. 'Ali	133	Yahya	Awf	2
Amr b. 'Ali	133	Yahya	Ibn Jurayj	1
Amr b. 'Ali	133	Yahya	Qurra b. Khalid	1
Amr b. 'Ali	133	Yahya	Sufyan	4
Amr b. 'Ali	133	Yahya b. Muhammad	Hisham b. 'Urwa	1
Amr b. 'Ali	133	Yahya b. al-Qatan	Zakariya'	1
Amr b. 'Ali	133	Yazid	Dawud	1
Amr b. 'Ali	133	Yazid	Humayd	1
Amr b. 'Ali	133	Yazid	Khalid al-Hudha'	1
Amr b. 'Ali	133	Yazid	Muhammad b. Ishaq	1
Amr b. 'Ali	133	Yazid	Umar b. Muhammad	1
Amr b. 'Ali	133	Yazid	Yunus	2
Amr b. 'Ali	133	Yazid b. Harun	Ibn Ishaq	2
Amr b. 'Ali	133	Yazid b. Harun	Sufyan b. Husayn	2
Amr b. 'Ali	133	al-Hashraj b. 'Abd Allah b. al-Hashraj al-Mazani	Abd al-'Aziz b. Abi Sa'd	1
Amr b. 'Ali	133	al-Mu'mil	Sufyan	1
Amr b. 'Ali	133	al-Mu'tamir	Asim	1
Ibn Sinan	130	Abd Allah b. Bazi'a	Isra'il	1
Ibn Sinan	130	Abd Allah b. Raja'	Isra'il	1
Ibn Sinan	130	Abd al-Kabir b. 'Abd al-Majid	Abbad b. Mansur	1
Ibn Sinan	130	Abd al-Samad	Yazid b. Dirham	1
Ibn Sinan	130	Abu 'Abd al-Rahman al-Muqri'	al-Mas'udi	1
Ibn Sinan	130	Abu 'Amir	Ibn Abi Dhi'b	1
Ibn Sinan	130	Abu 'Asim	Abd al-Warith al-Tanuri	1
Ibn Sinan	130	Abu 'Asim	Abu Bakr	1
Ibn Sinan	130	Abu 'Asim	Ibn 'Ajlan	2
Ibn Sinan	130	Abu 'Asim	Ibn Jurayj	2
Ibn Sinan	130	Abu 'Asim	Imran b. Za'ida b. Nashit	1
Ibn Sinan	130	Abu 'Asim	Isa	1
Ibn Sinan	130	Abu 'Asim	Ishaq b. 'Uthman	1
Ibn Sinan	130	Abu 'Asim	Mubarak	2
Ibn Sinan	130	Abu 'Asim	Qurra b. Khalid	1
Ibn Sinan	130	Abu 'Asim	Shabib	7
Ibn Sinan	130	Abu 'Asim	Sharik	1
Ibn Sinan	130	Abu 'Asim	Sikin b. 'Abd al-'Aziz	1
Ibn Sinan	130	Abu 'Asim	Sufyan	2
Ibn Sinan	130	Abu 'Asim	Umar b. Sa'id	1
Ibn Sinan	130	Abu 'Asim	al-Hajjaj	1
Ibn Sinan	130	Abu Bakr	Abbad	34
Ibn Sinan	130	Abu Bakr	Abbad b. Mansur	10
Ibn Sinan	130	Abu Bakr	Iyad	1
Ibn Sinan	130	Abu Bakr	al-Mundhir b. Tha'laba	1
Ibn Sinan	130	Abu Bakr Muhammad b. 'Abd al-Rahim	Muhammad b. Rashid	1
Ibn Sinan	130	Abu Hudhayfa	Sufyan	4
Ibn Sinan	130	Abu Ishaq Isma'il b. 'Abd al-Malik	Fa'id Abu al-Waraqa'	1
Ibn Sinan	130	Abu Salama	Hiyan b. 'Ubayd Allah	1
Ibn Sinan	130	Awn b. 'Umara	Muhammad b. 'Amr b. 'Ulqama	1
Ibn Sinan	130	Hafs b. 'Umar	al-Hakam	1
Ibn Sinan	130	Harun b. Isma'il	Ali b. al-Mubarak	3
Ibn Sinan	130	Hayyan	Hammad	1
Ibn Sinan	130	Husayn al-Ashqar	Abu Kudayna	1
Ibn Sinan	130	Ishaq b. Idris	Abu Ishaq al-Aslami	1
Ibn Sinan	130	Ishaq b. Idris	Hashim	1
Ibn Sinan	130	Ishaq b. Idris	Ishaq b. 'Uthman b. Ya'qub	1
Ibn Sinan	130	Ishaq b. Idris	Isma'il b. 'Iyash	1
Ibn Sinan	130	Mahbub b. Hasan	Yunus	1
Ibn Sinan	130	Makki b. Ibrahim	Musa	2
Ibn Sinan	130	Mathar b. al-Haytham	Musa b. 'Ali b. Rabbah	1
Ibn Sinan	130	Muhammad b. Ja'far	Sha'ba	1
Ibn Sinan	130	Musa b. Isma'il	Aban	1
Ibn Sinan	130	Musa b. Isma'il	Muhammad b. Muslim Abu Sa'id	1
Ibn Sinan	130	Musa b. Isma'il	Muhammad b. Muslim b. Abi al-Waddah	3
Ibn Sinan	130	Musa b. Isma'il	Sulayman	1
Ibn Sinan	130	Muslim b. Ibrahim	Kathir b. 'Abd Allah al-Yashkiri	1
Ibn Sinan	130	Sulayman	Abu Hilal	1
Ibn Sinan	130	Ubayd Allah b. 'A'isha	Hammad	1
Ibn Sinan	130	Ubayd Allah b. 'Amir Abu 'Asim	Dawud	1
Ibn Sinan	130	Ubayd Allah b. Hamran	Abd al-Salam b. Shadad	1
Ibn Sinan	130	Uthman b. 'Umar	Ibn Abi Dhi'b	2
Ibn Sinan	130	Uthman b. 'Umar	Malik b. Maghul	1
Ibn Sinan	130	Ya'qub	Razin b. Ibrahim	1
Ibn Sinan	130	Ya'qub b. Muhammad al-Zuhri	Abd al-'Aziz b. 'Umran	1
Ibn Sinan	130	Yahya b. Sufyan	Abu Ishaq	1
Ibn Sinan	130	al-Hajjaj	Hammad	6
Ibn Sinan	130	al-Hasan b. al-Husayn al-Ashqar	Abu Kudayna	1
Ibn Sinan	130	al-Husayn b. al-Hasan al-Ashqar	Abu Kudayna	4
Ibn Sinan	130	al-Husayn b. al-Hasan al-Ashqar	Zuhayr	1
Abu Hisham	116	#####	#####	5
Abu Hisham	116	Abd al-Salam b. Harb	Mughira	1
Abu Hisham	116	Abda	Sa'id	1
Abu Hisham	116	Abu Bakr	al-'Amash	1
Abu Hisham	116	Abu Bakr b. 'Iyash	Abu Hamza al-Thimali	1
Abu Hisham	116	Abu Bakr b. 'Iyash	Rabi'a al-Ra'y	1
Abu Hisham	116	Abu Dawud	Jarir b. Hazim	2
Abu Hisham	116	Abu Dawud	Ya'qub	1
Abu Hisham	116	Abu Dawud al-Tayalisi	Zuhayr	1
Abu Hisham	116	Abu Khalid	Sha'ba	1
Abu Hisham	116	Abu Khalid	Ubayda	1
Abu Hisham	116	Abu Khalid Sulayman b. Hayyan	Sha'ba	1
Abu Hisham	116	Abu Mu'awiya	Asim	1
Abu Hisham	116	Abu Mu'awiya	Isma'il	1
Abu Hisham	116	Abu Nu'aym	Isra'il	2
Abu Hisham	116	Abu Usama	Abd al-Hamid b. Ja'far	1
Abu Hisham	116	Abu Usama Hammad	Isma'il	2
Abu Hisham	116	Abu al-Husayn	Zayd b. al-Habbab	1
Abu Hisham	116	Hafs	Mas'ar	1
Abu Hisham	116	Hafs	al-Hajjaj	1
Abu Hisham	116	Humayd	al-Hasan b. Salih	1
Abu Hisham	116	Ibn Abi Za'ida	Waraqa'	1
Abu Hisham	116	Ibn Fudayl	#####	1
Abu Hisham	116	Ibn Fudayl	Abu Sufyan	1
Abu Hisham	116	Ibn Fudayl	Ash'ath	1
Abu Hisham	116	Ibn Fudayl	Asim	1
Abu Hisham	116	Ibn Fudayl	Ata'	1
Abu Hisham	116	Ibn Fudayl	Bayan	2
Abu Hisham	116	Ibn Fudayl	Bayan b. Bishr	1
Abu Hisham	116	Ibn Fudayl	Dawud b. Abi Hind	1
Abu Hisham	116	Ibn Fudayl	Fudayl b. Marzuq	1
Abu Hisham	116	Ibn Fudayl	al-'Amash	3
Abu Hisham	116	Ibn Idris	Hisham	1
Abu Hisham	116	Ibn Idris	Malik	1
Abu Hisham	116	Ibn Idris	Muhammad b. 'Amr	1
Abu Hisham	116	Ibn Idris	al-'Amash	1
Abu Hisham	116	Ibn Mahdi	Abd Allah b. Ja'far	1
Abu Hisham	116	Ibn Mahdi	Abu 'Awana	1
Abu Hisham	116	Ibn Mahdi	Hammad	2
Abu Hisham	116	Ibn Mahdi	Sufyan	1
Abu Hisham	116	Ibn Yaman	Fudayl b. Marzuq	1
Abu Hisham	116	Ibn Yaman	Sufyan	7
Abu Hisham	116	Ibn al-Yaman	Abu Ma'shar	1
Abu Hisham	116	Mu'adh b. Hisham	Abi	3
Abu Hisham	116	Mu'awiyya b. Hisham	Sufyan	1
Abu Hisham	116	Muhammad b. Bishr	Sa'id	1
Abu Hisham	116	Muhammad b. Fudayl	Abd al-Rahman b. Ishaq	1
Abu Hisham	116	Muhammad b. Fudayl	Ibn Ishaq	1
Abu Hisham	116	Sufyan b. 'Uyayna	Ayyub	2
Abu Hisham	116	Sufyan b. 'Uyayna	Mansur	1
Abu Hisham	116	Sufyan b. 'Uyayna	al-Shaybani	1
Abu Hisham	116	Ubayd Allah	Bayan al-Nahwi	1
Abu Hisham	116	Ubayd Allah	Isra'il	7
Abu Hisham	116	Ubayd Allah b. Musa	Shayban	1
Abu Hisham	116	Waki'	Isma'il	1
Abu Hisham	116	Waki'	Mas'ar	2
Abu Hisham	116	Waki'	Salama b. Nabit	1
Abu Hisham	116	Waki'	Sufyan	7
Abu Hisham	116	Waki'	Yazid b. Ibrahim	1
Abu Hisham	116	Waki'	al-'Amash	2
Abu Hisham	116	Waki'	al-Mas'udi	1
Abu Hisham	116	Yahya	Abu Bakr b. 'Iyash	1
Abu Hisham	116	Yahya	Ash'ath	1
Abu Hisham	116	Yahya	Ibn Jurayj	1
Abu Hisham	116	Yahya	Isma'il b. Ibrahim b. al-Muhajir	1
Abu Hisham	116	Yahya	Isra'il	1
Abu Hisham	116	Yahya	Sufyan	1
Abu Hisham	116	Yahya	al-Hajjaj	1
Abu Hisham	116	Yahya b. Abi Za'ida	Ash'ath	2
Abu Hisham	116	Yahya b. Abi Za'ida	Nafi' b. 'Umar	1
Abu Hisham	116	Yahya b. Adam	#####	1
Abu Hisham	116	Yahya b. Rafi'	Malik b. Maghul	1
Abu Hisham	116	Yahya b. Yaman	Abu Yunus al-Qawi	1
Abu Hisham	116	Yahya b. Yaman	Sufyan	4
Abu Hisham	116	Yahya b. Yaman	Usama b. Zayd	1
Abu Hisham	116	Yahya b. Yaman	al-Minhal b. Khalifa	1
Abu Hisham	116	Zayd b. Habbab	Umar b. Sulayman	1
Abu Hisham	116	al-Muharibi	جويبر	1
Ahmad	106	#####	#####	1
Ahmad	106	Abd Allah b. Wahb	Amr b. al-Harith	1
Ahmad	106	Abd al-Wahhab b. Ibrahim	Abu Hashim Mukhkhalad b. Muhammad	2
Ahmad	106	Abu Ahmad	#####	2
Ahmad	106	Abu Ahmad	Abd al-Salam	2
Ahmad	106	Abu Ahmad	Abu Ja'far al-Razi	1
Ahmad	106	Abu Ahmad	Abu al-Rabi' al-Saman	1
Ahmad	106	Abu Ahmad	Fudayl b. Marzuq	1
Ahmad	106	Abu Ahmad	Habib b. Hassan	1
Ahmad	106	Abu Ahmad	Hasan b. Salih	2
Ahmad	106	Abu Ahmad	Hashim	4
Ahmad	106	Abu Ahmad	Ibn Abi Ghaniyya	1
Ahmad	106	Abu Ahmad	Ibn Ghasil	1
Ahmad	106	Abu Ahmad	Isra'il	12
Ahmad	106	Abu Ahmad	Ja'far	1
Ahmad	106	Abu Ahmad	Ma'qul b. 'Ubayd Allah	1
Ahmad	106	Abu Ahmad	Mandal b. 'Ali	2
Ahmad	106	Abu Ahmad	Qays	2
Ahmad	106	Abu Ahmad	Qays b. al-Rabi'	1
Ahmad	106	Abu Ahmad	Sallam	1
Ahmad	106	Abu Ahmad	Sharik	6
Ahmad	106	Abu Ahmad	Sufyan	17
Ahmad	106	Abu Ahmad	Talha b. 'Amr	1
Ahmad	106	Abu Ahmad	al-Muthanna	1
Ahmad	106	Abu Ahmad	سفيان أنتم له بخازنين الحجر	1
Ahmad	106	Abu Ahmad	سفيان تالله إنك لفي ضلالك القديم يوسف	1
Ahmad	106	Abu Nu'aym	Ibn Abi 'Anbasa	1
Ahmad	106	Ahmad	Sharik	1
Ahmad	106	Ali	#####	1
Ahmad	106	Ali	Abu 'Asim al-Ziyadi	1
Ahmad	106	Ali	Abu Muhammad b. Dhakwan al-Qurashi	1
Ahmad	106	Ali	Amr b. Marwan al-Kalbi	7
Ahmad	106	Ali	Ja'far b. Sulayman	1
Ahmad	106	Ali	Muhammad b. Ibrahim	1
Ahmad	106	Ali	Salama b. 'Uthman	1
Ahmad	106	Ali	Suhaym b. Hafs	1
Ahmad	106	Ali	Sulayman	1
Ahmad	106	Ali	al-Harith b. Yazid	1
Ahmad	106	Ali	الحسن بن حماد نظر معاويه الثما	1
Ahmad	106	Ali	حماد الأبح	1
Ahmad	106	Ali	شهاب بن عبيد الله	1
Ahmad	106	Ali	غسان بن عبد الحميد لم يكن احد بنى مروان أشد نظرا	1
Ahmad	106	Ali	غنى	1
Ahmad	106	Ali	كليب بن خلف العمي	1
Ahmad	106	Ali	محمد بن الحكم	1
Ahmad	106	Ali	محمد بن عامر	1
Ahmad	106	Ali	مروان إلى الغمر بن يزيد بعد قتل الوليد	1
Ahmad	106	Ali	مروان بن عبد الله بن عبد الملك عاملا للوليد على حمص	1
Ahmad	106	Ali b. Muhammad	Ali b. Mujahid	1
Ahmad	106	Ali b. Muhammad	Amr b. Marwan al-Kalbi	1
Ahmad	106	Ali b. Muhammad	علي بن عبيد الله	1
Ahmad	106	Asbat	al-Suddi	1
Ahmad	106	Asbat	السدي لا تدري لعل الله بعد ذلك أمرا الطلاق	1
Ahmad	106	Asbat	السدي وزخرفا الزخرف	1
Ahmad	106	Isra'il	Jabir	1
Ahmad	106	Sufyan	Husayn	1
Ahmad	106	Sufyan	Khalid	1
Ahmad	106	Yazid	Hammad	1
Ahmad	106	al-Qasim	Hashim	1
Umar	103	#####	#####	1
Umar	103	Abu 'Asim al-Nubayl	#####	1
Umar	103	Abu 'Ubayda	زياد يومئذ على المنبر	1
Umar	103	Abu Bakr al-Hudhali	Qatada	1
Umar	103	Abu al-Hasan	#####	1
Umar	103	Abu al-Hasan	Abd al-Malik b. 'Abd Allah al-Thaqafi	1
Umar	103	Abu al-Hasan	Abu 'Abd Allah al-Qurashi	1
Umar	103	Abu al-Hasan	Abu Bakr al-Hudhali	1
Umar	103	Abu al-Hasan	Abu Layla	3
Umar	103	Abu al-Hasan	Abu Mikhnaf	4
Umar	103	Abu al-Hasan	Abu Muhammad	1
Umar	103	Abu al-Hasan	Ali b. Mujahid	1
Umar	103	Abu al-Hasan	Awana	1
Umar	103	Abu al-Hasan	Ayyub b. Musa	1
Umar	103	Abu al-Hasan	Bashir b. 'Asim	2
Umar	103	Abu al-Hasan	Hibban b. Musa	1
Umar	103	Abu al-Hasan	Maslama b. Muharib	1
Umar	103	Abu al-Hasan	Sulayman b. Arqam	1
Umar	103	Abu al-Hasan	al-Hudhali	1
Umar	103	Abu al-Hasan	al-Mufaddal al-Dabbi	1
Umar	103	Abu al-Hasan	al-Salt b. Dinar	1
Umar	103	Abu al-Hasan	ابن عامر لينا سهلا سهل الولاية لا يعاقب	1
Umar	103	Abu al-Hasan	المفضل الراوية وعامر بن حفص وعبد المجيد الأسدي	1
Umar	103	Abu al-Hasan	شيخ بني هاشم	1
Umar	103	Abu al-Hasan	عمر بن راشد اليمامي	1
Umar	103	Abu al-Hasan 'Ali	Abu Bakr al-Hudhali	1
Umar	103	Abu al-Qasim	Salama b. 'Uthman	1
Umar	103	Ahmad b. Zuhayr	Ali b. Muhammad	1
Umar	103	Ali	#####	8
Umar	103	Ali	Abd Allah b. Dawud	1
Umar	103	Ali	Abu 'Abd Allah al-Barjami	1
Umar	103	Ali	Abu Bakr al-Bakri	1
Umar	103	Ali	Abu Isma'il al-Hamadani	1
Umar	103	Ali	Abu Ma'shar	1
Umar	103	Ali	Abu Muhammad b. Dhakwan al-Qurashi	1
Umar	103	Ali	Abu al-Walid al-Makki	1
Umar	103	Ali	Ali b. Mujahid	1
Umar	103	Ali	Awana	1
